saat,gun_tipi,sicaklik,yagis,gorus_mesafesi,trafik_yogunlugu,hiz_limiti,ortalama_hiz,kavsak_yogunlugu,yol_tipi,zemin_durumu,isiklandirma,is_cikisi_saati,risk_score,kaza,suggestions
16,hafta_ici,14.1,yok,1303,3,50,28.4,3,sehir_ici,kuru,yeterli,0,0.0682,0,normal_surec
6,hafta_ici,24.8,yok,1254,8,70,26.5,2,otoyol,karlı,yeterli,0,0.2457,0,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
12,hafta_ici,12.4,yok,1179,9,70,27.3,1,sehir_ici,kuru,yeterli,0,0.1536,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
3,hafta_sonu,-5.0,hafif,482,4,70,41.8,2,sehir_ici,kuru,yeterli,0,0.7428,1,farlari_ac
3,resmi_tatil,13.8,hafif,520,9,70,35.7,2,otoyol,islak,yeterli,0,0.8784,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
5,hafta_ici,-5.1,yok,1317,9,90,39.0,5,kirsal,islak,yeterli,0,0.2024,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
18,hafta_ici,17.7,yok,844,7,90,39.6,9,sehir_ici,islak,yeterli,1,0.6962,1,takip_mesafesini_artir;kavsakta_dikkat
11,hafta_sonu,25.6,hafif,368,8,120,41.5,1,sehir_ici,kuru,yeterli,0,0.8554,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
21,hafta_ici,5.1,yok,839,3,120,69.1,4,sehir_ici,kuru,yeterli,0,0.291,0,farlari_ac
6,hafta_ici,29.2,siddetli,366,5,90,44.8,10,sehir_ici,kuru,yeterli,0,0.9402,1,hizini_azalt;kavsakta_dikkat
9,hafta_sonu,23.4,yok,839,3,110,71.3,7,sehir_ici,kuru,yeterli,0,0.3398,1,normal_surec
18,hafta_ici,27.1,yok,1098,7,120,49.0,10,sehir_ici,kuru,yeterli,1,0.3675,1,kavsakta_dikkat
6,hafta_ici,16.9,yok,815,6,50,31.4,3,otoyol,kuru,yeterli,0,0.3666,1,normal_surec
2,hafta_ici,5.1,siddetli,307,3,30,19.4,8,sehir_ici,kuru,yeterli,0,0.9331,1,hizini_azalt;farlari_ac;kavsakta_dikkat
12,hafta_ici,22.8,yok,1161,9,30,9.9,3,sehir_ici,karlı,yeterli,0,0.3495,0,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
12,hafta_ici,8.8,yok,552,1,90,68.1,8,sehir_ici,kuru,yeterli,0,0.5583,1,kavsakta_dikkat
17,hafta_sonu,16.2,yok,1080,10,110,38.1,2,kirsal,karlı,yeterli,1,0.5376,0,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
19,hafta_ici,13.3,hafif,297,3,70,43.0,5,sehir_ici,kuru,yetersiz,1,0.9594,1,sis_farlarini_ac;farlari_ac
7,hafta_ici,26.2,hafif,500,10,90,36.6,4,kirsal,kuru,yeterli,0,0.8514,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
8,hafta_sonu,22.3,yok,996,7,90,43.1,9,kirsal,kuru,yeterli,0,0.3355,1,kavsakta_dikkat
6,hafta_ici,14.2,yok,1554,3,50,42.5,3,kirsal,islak,yeterli,0,0.051,0,takip_mesafesini_artir
0,hafta_ici,-4.5,yok,1095,3,70,64.3,5,kirsal,kuru,yeterli,0,0.1585,0,farlari_ac;hizini_dusur
2,hafta_sonu,8.6,yok,769,2,30,17.8,10,sehir_ici,islak,yetersiz,0,0.7514,0,farlari_ac;takip_mesafesini_artir;kavsakta_dikkat
12,hafta_ici,22.0,yok,904,9,50,10.9,9,sehir_ici,kuru,yeterli,0,0.4529,1,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
16,hafta_sonu,17.8,yok,1277,4,110,63.9,6,sehir_ici,islak,yeterli,0,0.159,0,takip_mesafesini_artir
23,hafta_sonu,-0.0,yok,773,10,110,31.7,2,sehir_ici,kuru,yeterli,0,0.4746,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
0,hafta_ici,-3.1,yok,1329,6,110,77.3,1,kirsal,islak,yeterli,0,0.1222,0,farlari_ac;takip_mesafesini_artir
5,hafta_ici,17.0,yok,843,2,110,74.1,1,sehir_ici,kuru,yeterli,0,0.2301,0,farlari_ac
20,resmi_tatil,4.4,hafif,435,9,110,31.2,7,sehir_ici,islak,yeterli,0,0.9306,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
5,hafta_ici,5.4,yok,852,7,90,46.4,2,otoyol,kuru,yeterli,0,0.3401,0,farlari_ac
11,hafta_sonu,21.7,yok,515,10,90,29.5,7,sehir_ici,kuru,yeterli,0,0.7649,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
12,hafta_ici,27.0,yok,348,5,90,48.0,1,sehir_ici,islak,yeterli,0,0.7996,1,takip_mesafesini_artir
12,hafta_ici,7.5,yok,975,7,90,37.5,4,sehir_ici,kuru,yeterli,0,0.2737,1,normal_surec
14,hafta_ici,14.6,yok,979,4,70,40.1,10,sehir_ici,kuru,yeterli,0,0.2983,0,kavsakta_dikkat
20,hafta_sonu,14.3,hafif,646,10,110,33.0,4,sehir_ici,islak,yeterli,0,0.8508,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
15,resmi_tatil,13.4,yok,973,7,70,41.8,5,otoyol,kuru,yeterli,0,0.2962,0,normal_surec
21,hafta_ici,15.4,yok,1698,2,90,51.3,10,sehir_ici,kuru,yeterli,0,0.0259,0,farlari_ac;kavsakta_dikkat
20,hafta_ici,22.6,yok,1050,7,70,35.5,1,sehir_ici,kuru,yeterli,0,0.1915,1,farlari_ac
10,hafta_sonu,8.3,hafif,352,4,70,59.6,7,kirsal,islak,yeterli,0,0.9212,1,takip_mesafesini_artir
4,hafta_ici,-0.3,yok,664,4,120,76.3,2,sehir_ici,kuru,yeterli,0,0.4274,0,farlari_ac
3,hafta_ici,31.9,yok,1000,1,70,57.0,2,sehir_ici,kuru,yetersiz,0,0.2917,1,farlari_ac
2,hafta_ici,25.9,yok,869,3,70,49.6,8,sehir_ici,kuru,yetersiz,0,0.5501,1,farlari_ac;kavsakta_dikkat
18,hafta_ici,4.0,yok,631,5,50,24.2,9,sehir_ici,islak,yeterli,1,0.7993,0,takip_mesafesini_artir;kavsakta_dikkat
19,resmi_tatil,16.4,siddetli,245,5,110,58.0,6,sehir_ici,karlı,yeterli,1,0.9858,1,hizini_azalt;sis_farlarini_ac;farlari_ac;takip_mesafesini_artir
17,hafta_ici,25.1,hafif,592,2,90,64.6,1,sehir_ici,islak,yeterli,1,0.7997,0,takip_mesafesini_artir
14,hafta_ici,22.5,yok,1478,4,90,59.4,1,kirsal,kuru,yetersiz,0,0.0857,0,farlari_ac
8,hafta_ici,19.6,yok,725,1,110,75.9,7,sehir_ici,kuru,yeterli,0,0.3859,0,normal_surec
16,hafta_sonu,13.3,hafif,524,9,70,14.3,8,sehir_ici,kuru,yeterli,0,0.8584,1,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
13,hafta_ici,32.3,yok,1477,1,50,48.9,3,kirsal,kuru,yeterli,0,0.0331,0,hizini_dusur
14,hafta_ici,17.2,yok,1098,6,50,29.7,9,sehir_ici,buzlu,yeterli,0,0.5503,1,takip_mesafesini_artir;kavsakta_dikkat
0,hafta_ici,9.9,hafif,434,7,110,46.3,4,sehir_ici,kuru,yeterli,0,0.8406,1,farlari_ac
20,hafta_sonu,23.7,hafif,471,3,90,51.8,4,sehir_ici,kuru,yeterli,0,0.7561,1,farlari_ac
21,hafta_ici,16.0,yok,635,1,70,67.9,3,kirsal,kuru,yeterli,0,0.4064,0,farlari_ac;hizini_dusur
21,hafta_ici,18.5,yok,1023,7,50,30.6,8,kirsal,kuru,yeterli,0,0.3042,0,farlari_ac;kavsakta_dikkat
2,hafta_ici,17.0,yok,1309,3,50,43.6,9,kirsal,kuru,yetersiz,0,0.2201,0,farlari_ac;kavsakta_dikkat
15,hafta_ici,20.0,hafif,893,10,90,19.1,1,sehir_ici,kuru,yetersiz,0,0.7287,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
22,hafta_ici,5.2,yok,554,6,30,15.2,2,sehir_ici,kuru,yeterli,0,0.5719,0,farlari_ac
10,hafta_sonu,0.5,yok,1260,6,30,19.9,1,otoyol,kuru,yeterli,0,0.0939,0,normal_surec
11,hafta_ici,29.3,yok,1049,4,70,43.9,4,sehir_ici,karlı,yeterli,0,0.347,0,takip_mesafesini_artir
9,hafta_sonu,17.5,yok,921,6,90,56.6,10,kirsal,kuru,yeterli,0,0.3952,0,kavsakta_dikkat
15,hafta_ici,22.7,yok,874,10,90,44.1,7,kirsal,kuru,yeterli,0,0.4827,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
7,hafta_sonu,-2.6,yok,423,4,70,39.6,7,sehir_ici,kuru,yeterli,0,0.7128,0,normal_surec
5,hafta_ici,25.7,yok,1191,8,90,31.2,6,sehir_ici,islak,yeterli,0,0.2741,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
11,hafta_ici,9.8,yok,604,9,90,24.4,5,sehir_ici,islak,yeterli,0,0.7572,1,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
23,resmi_tatil,6.9,hafif,465,2,120,75.8,4,sehir_ici,kuru,yeterli,0,0.7419,1,farlari_ac
20,hafta_sonu,14.4,yok,1125,7,50,17.0,8,sehir_ici,kuru,yeterli,0,0.2247,0,farlari_ac;kavsakta_dikkat
7,hafta_ici,5.2,hafif,273,9,90,28.6,7,sehir_ici,kuru,yeterli,0,0.9337,1,"sis_farlarini_ac;saglam_sabit_hareket,serit_degisiminden_kacin"
3,hafta_ici,15.0,hafif,362,9,90,37.8,10,sehir_ici,kuru,yeterli,0,0.9282,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
7,hafta_sonu,13.6,yok,1365,5,50,18.4,1,sehir_ici,kuru,yeterli,0,0.0573,0,normal_surec
17,hafta_ici,25.6,yok,1036,1,110,70.1,6,sehir_ici,kuru,yeterli,1,0.2302,0,normal_surec
4,hafta_sonu,30.1,siddetli,200,6,70,43.2,2,kirsal,kuru,yeterli,0,0.9481,1,hizini_azalt;sis_farlarini_ac;farlari_ac
8,hafta_sonu,29.8,yok,1037,8,70,19.3,4,sehir_ici,kuru,yetersiz,0,0.444,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
3,hafta_ici,-7.6,yok,1200,1,70,61.6,5,kirsal,kuru,yeterli,0,0.0942,0,farlari_ac
21,hafta_ici,5.6,yok,1337,2,70,47.4,8,sehir_ici,kuru,yeterli,0,0.0782,0,farlari_ac;kavsakta_dikkat
16,hafta_ici,-7.7,yok,666,1,70,48.7,6,sehir_ici,kuru,yeterli,0,0.4196,0,normal_surec
8,hafta_ici,3.1,hafif,415,5,90,48.4,2,sehir_ici,kuru,yeterli,0,0.8014,0,normal_surec
0,hafta_ici,8.5,hafif,709,2,110,74.8,5,sehir_ici,kuru,yeterli,0,0.5664,1,farlari_ac
20,hafta_sonu,19.1,hafif,715,10,110,37.5,5,sehir_ici,kuru,yeterli,0,0.7388,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
19,hafta_ici,9.8,yok,596,10,50,15.9,6,sehir_ici,islak,yeterli,1,0.8578,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
12,hafta_sonu,10.1,yok,703,4,90,74.4,1,otoyol,islak,yeterli,0,0.5163,1,takip_mesafesini_artir
15,hafta_ici,16.8,yok,941,1,110,77.5,8,sehir_ici,islak,yeterli,0,0.3485,0,takip_mesafesini_artir;kavsakta_dikkat
12,hafta_ici,-2.1,yok,1007,7,50,30.5,3,otoyol,kuru,yeterli,0,0.2448,0,normal_surec
13,hafta_ici,6.6,yok,1015,8,90,35.5,5,sehir_ici,kuru,yeterli,0,0.2801,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
2,hafta_ici,10.0,yok,592,5,110,57.9,7,sehir_ici,kuru,yeterli,0,0.6004,0,farlari_ac
5,hafta_ici,13.0,yok,1012,2,90,80.8,3,otoyol,buzlu,yeterli,0,0.4275,1,farlari_ac;takip_mesafesini_artir
17,hafta_ici,15.8,yok,784,8,50,34.4,10,otoyol,kuru,yeterli,1,0.6751,0,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
18,hafta_sonu,30.0,yok,650,1,70,70.0,6,otoyol,kuru,yeterli,1,0.5576,1,hizini_dusur
4,hafta_ici,24.1,yok,996,7,90,49.1,5,kirsal,kuru,yeterli,0,0.2776,0,farlari_ac
14,hafta_ici,7.3,yok,966,1,120,95.7,7,sehir_ici,karlı,yeterli,0,0.3981,1,takip_mesafesini_artir
1,hafta_ici,12.4,yok,1240,6,50,29.8,10,kirsal,buzlu,yeterli,0,0.4423,0,farlari_ac;takip_mesafesini_artir;kavsakta_dikkat
9,hafta_ici,11.7,yok,741,6,120,56.0,3,sehir_ici,islak,yeterli,0,0.5553,1,takip_mesafesini_artir
23,hafta_ici,9.9,hafif,642,5,70,31.8,2,sehir_ici,kuru,yeterli,0,0.6393,1,farlari_ac
17,hafta_ici,17.7,hafif,317,2,70,49.3,4,sehir_ici,kuru,yeterli,1,0.885,1,normal_surec
12,hafta_ici,-3.6,siddetli,229,2,70,54.2,3,sehir_ici,karlı,yeterli,0,0.9665,1,hizini_azalt;sis_farlarini_ac;takip_mesafesini_artir
4,hafta_ici,23.8,yok,1139,9,90,21.9,4,sehir_ici,kuru,yeterli,0,0.2015,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
22,hafta_ici,31.9,yok,1164,5,70,34.5,7,sehir_ici,karlı,yeterli,0,0.3219,0,farlari_ac;takip_mesafesini_artir
23,hafta_sonu,12.3,yok,1166,5,70,41.5,5,sehir_ici,kuru,yeterli,0,0.1459,0,farlari_ac
0,hafta_ici,12.1,hafif,744,7,110,40.9,4,sehir_ici,kuru,yeterli,0,0.6342,0,farlari_ac
21,hafta_ici,16.6,yok,866,6,120,58.9,6,sehir_ici,islak,yeterli,0,0.4987,1,farlari_ac;takip_mesafesini_artir
0,hafta_ici,25.2,hafif,689,2,70,39.2,7,sehir_ici,kuru,yetersiz,0,0.794,1,farlari_ac
17,hafta_ici,11.8,yok,1560,1,50,37.0,5,sehir_ici,karlı,yeterli,1,0.0966,0,takip_mesafesini_artir
14,hafta_sonu,24.3,hafif,515,5,110,77.0,7,kirsal,kuru,yeterli,0,0.806,0,normal_surec
16,hafta_ici,19.9,siddetli,353,4,90,67.0,3,sehir_ici,islak,yeterli,0,0.9412,1,hizini_azalt;takip_mesafesini_artir
10,hafta_ici,38.6,yok,1262,3,50,44.9,7,kirsal,kuru,yeterli,0,0.1067,0,normal_surec
20,hafta_ici,11.7,yok,920,2,120,67.5,3,sehir_ici,kuru,yeterli,0,0.2044,0,farlari_ac
21,hafta_ici,-4.8,yok,945,10,50,13.6,6,sehir_ici,kuru,yeterli,0,0.3936,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
16,hafta_ici,0.7,yok,1035,2,90,62.9,8,sehir_ici,kuru,yeterli,0,0.1997,0,kavsakta_dikkat
12,hafta_ici,15.1,yok,1246,4,70,37.1,6,sehir_ici,kuru,yeterli,0,0.1093,0,normal_surec
0,hafta_sonu,25.3,yok,1120,2,90,56.5,10,sehir_ici,karlı,yeterli,0,0.3382,1,farlari_ac;takip_mesafesini_artir;kavsakta_dikkat
1,hafta_ici,8.5,yok,857,4,70,37.2,3,sehir_ici,kuru,yeterli,0,0.2835,1,farlari_ac
8,hafta_ici,12.7,yok,375,3,90,76.8,5,kirsal,kuru,yeterli,0,0.7072,0,normal_surec
2,hafta_ici,21.8,yok,1201,9,120,32.9,9,sehir_ici,islak,yeterli,0,0.3313,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir;kavsakta_dikkat"
0,hafta_ici,5.3,yok,420,7,90,35.0,8,sehir_ici,kuru,yeterli,0,0.7824,0,farlari_ac;kavsakta_dikkat
20,hafta_ici,8.9,yok,590,3,90,79.3,6,kirsal,kuru,yetersiz,0,0.7469,1,farlari_ac
15,hafta_sonu,3.3,yok,879,8,70,23.7,9,sehir_ici,kuru,yeterli,0,0.4538,1,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
22,hafta_sonu,26.8,hafif,381,9,110,33.2,2,sehir_ici,islak,yeterli,0,0.9195,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
5,hafta_ici,30.4,yok,1095,7,120,43.5,9,sehir_ici,kuru,yeterli,0,0.2579,0,farlari_ac;kavsakta_dikkat
16,hafta_sonu,-0.8,hafif,546,6,110,54.6,10,sehir_ici,kuru,yeterli,0,0.8317,1,kavsakta_dikkat
4,resmi_tatil,13.6,yok,1235,4,90,52.5,10,sehir_ici,islak,yeterli,0,0.226,0,farlari_ac;takip_mesafesini_artir;kavsakta_dikkat
4,hafta_sonu,29.1,yok,517,5,120,88.5,6,kirsal,islak,yeterli,0,0.7639,1,farlari_ac;takip_mesafesini_artir
5,hafta_ici,19.0,yok,801,8,50,18.1,9,sehir_ici,kuru,yetersiz,0,0.7284,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
2,hafta_sonu,10.1,yok,1001,3,90,56.2,4,sehir_ici,islak,yeterli,0,0.284,0,farlari_ac;takip_mesafesini_artir
20,hafta_ici,-0.5,yok,1012,2,90,60.3,5,sehir_ici,islak,yeterli,0,0.2707,0,farlari_ac;takip_mesafesini_artir
22,resmi_tatil,26.5,yok,1208,3,90,67.0,2,otoyol,kuru,yeterli,0,0.0898,0,farlari_ac
4,hafta_ici,18.6,yok,725,7,110,58.0,3,sehir_ici,islak,yeterli,0,0.5978,0,farlari_ac;takip_mesafesini_artir
20,hafta_ici,0.3,yok,859,8,90,38.5,1,sehir_ici,kuru,yeterli,0,0.339,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
4,hafta_sonu,26.9,yok,1152,1,50,35.4,4,sehir_ici,kuru,yeterli,0,0.1002,0,farlari_ac
9,hafta_ici,-1.0,hafif,204,7,70,38.8,2,kirsal,kuru,yeterli,0,0.9139,0,sis_farlarini_ac
9,resmi_tatil,12.8,yok,1115,9,70,29.5,2,sehir_ici,kuru,yeterli,0,0.1975,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
18,resmi_tatil,12.4,yok,1229,3,90,55.1,1,sehir_ici,kuru,yeterli,1,0.115,0,normal_surec
16,hafta_ici,31.2,hafif,359,3,70,47.0,10,sehir_ici,islak,yeterli,0,0.9247,1,takip_mesafesini_artir;kavsakta_dikkat
20,hafta_ici,12.4,yok,905,8,50,15.8,2,sehir_ici,kuru,yeterli,0,0.3143,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
13,hafta_ici,12.4,hafif,868,4,90,64.0,4,kirsal,kuru,yeterli,0,0.4623,1,normal_surec
8,hafta_ici,1.4,yok,1197,8,110,40.3,6,sehir_ici,kuru,yeterli,0,0.1786,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
13,hafta_ici,8.6,yok,1134,5,120,61.7,7,sehir_ici,islak,yeterli,0,0.2708,0,takip_mesafesini_artir
0,hafta_sonu,6.8,siddetli,324,3,120,74.9,7,sehir_ici,kuru,yeterli,0,0.9241,1,hizini_azalt;farlari_ac
18,hafta_ici,7.3,yok,1541,4,110,68.9,7,sehir_ici,kuru,yeterli,1,0.0682,0,normal_surec
12,hafta_ici,15.1,hafif,603,4,50,33.6,4,sehir_ici,kuru,yeterli,0,0.6868,0,normal_surec
12,resmi_tatil,-9.3,yok,877,8,110,47.7,5,sehir_ici,islak,yeterli,0,0.522,1,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
3,hafta_ici,-0.1,yok,1296,6,70,40.7,3,kirsal,kuru,yeterli,0,0.0939,1,farlari_ac
0,hafta_ici,13.9,hafif,566,7,110,44.7,1,sehir_ici,islak,yeterli,0,0.8191,1,farlari_ac;takip_mesafesini_artir
16,hafta_sonu,16.2,yok,721,9,90,34.2,8,sehir_ici,kuru,yeterli,0,0.6035,0,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
7,hafta_ici,12.7,hafif,502,6,110,57.4,10,sehir_ici,kuru,yeterli,0,0.8531,1,kavsakta_dikkat
1,hafta_sonu,14.6,yok,1093,3,70,61.3,7,otoyol,kuru,yeterli,0,0.1783,1,farlari_ac
7,resmi_tatil,10.9,yok,865,3,50,27.5,9,sehir_ici,karlı,yeterli,0,0.5642,1,takip_mesafesini_artir;kavsakta_dikkat
6,hafta_sonu,14.8,yok,887,3,90,49.4,10,sehir_ici,kuru,yetersiz,0,0.5624,1,farlari_ac;kavsakta_dikkat
1,hafta_ici,19.3,hafif,415,10,50,20.2,4,otoyol,kuru,yeterli,0,0.8857,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
21,hafta_ici,19.3,yok,1430,2,120,101.9,5,kirsal,kuru,yetersiz,0,0.1099,1,farlari_ac
21,hafta_ici,8.1,yok,897,1,90,65.3,5,sehir_ici,kuru,yetersiz,0,0.42,0,farlari_ac
2,hafta_sonu,24.2,hafif,471,10,90,31.5,7,sehir_ici,kuru,yeterli,0,0.8862,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
17,hafta_sonu,16.6,hafif,491,1,120,84.9,9,sehir_ici,islak,yeterli,1,0.9007,1,takip_mesafesini_artir;kavsakta_dikkat
11,hafta_ici,27.3,yok,1240,4,90,61.9,8,otoyol,kuru,yeterli,0,0.1294,1,kavsakta_dikkat
0,hafta_ici,29.3,yok,1171,3,70,39.9,7,sehir_ici,kuru,yeterli,0,0.1347,1,farlari_ac
21,hafta_ici,0.6,yok,849,5,70,40.3,1,sehir_ici,kuru,yeterli,0,0.2837,0,farlari_ac
11,hafta_ici,6.4,yok,1009,9,90,31.8,10,sehir_ici,kuru,yeterli,0,0.3852,0,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
4,hafta_sonu,23.1,yok,1083,8,110,43.8,6,sehir_ici,kuru,yeterli,0,0.2471,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
16,hafta_ici,-1.6,yok,788,9,110,57.6,10,otoyol,kuru,yeterli,0,0.5865,0,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
15,hafta_sonu,29.2,yok,537,5,120,85.3,9,kirsal,karlı,yeterli,0,0.8413,1,takip_mesafesini_artir;kavsakta_dikkat
14,hafta_sonu,11.6,hafif,692,8,50,20.3,7,sehir_ici,kuru,yeterli,0,0.7431,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
22,hafta_ici,20.8,hafif,483,4,70,57.5,1,otoyol,kuru,yeterli,0,0.736,1,farlari_ac
14,hafta_ici,13.8,yok,1132,5,50,29.0,9,kirsal,kuru,yeterli,0,0.2037,0,kavsakta_dikkat
4,hafta_ici,1.1,yok,1096,3,110,64.5,3,sehir_ici,kuru,yeterli,0,0.133,0,farlari_ac
20,hafta_ici,25.6,yok,1016,5,50,22.0,9,sehir_ici,islak,yeterli,0,0.3914,1,farlari_ac;takip_mesafesini_artir;kavsakta_dikkat
13,hafta_sonu,42.5,yok,872,3,50,33.6,4,sehir_ici,islak,yeterli,0,0.3877,0,takip_mesafesini_artir
1,hafta_sonu,9.8,hafif,485,5,90,41.6,9,sehir_ici,kuru,yeterli,0,0.8363,1,farlari_ac;kavsakta_dikkat
10,hafta_sonu,11.8,yok,658,5,70,51.6,8,otoyol,kuru,yeterli,0,0.5697,0,kavsakta_dikkat
18,hafta_ici,-11.5,yok,815,6,110,50.2,7,sehir_ici,kuru,yeterli,1,0.538,1,normal_surec
6,hafta_ici,28.5,yok,1170,9,90,38.1,4,kirsal,kuru,yeterli,0,0.1892,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
5,hafta_sonu,24.1,yok,1419,1,70,53.6,9,sehir_ici,kuru,yeterli,0,0.0585,0,farlari_ac;kavsakta_dikkat
1,hafta_ici,-2.3,yok,1375,10,70,12.9,4,sehir_ici,islak,yeterli,0,0.1698,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
5,hafta_ici,-5.6,yok,1043,6,110,48.9,1,sehir_ici,kuru,yeterli,0,0.1775,0,farlari_ac
17,hafta_ici,-4.5,yok,1419,1,70,63.6,6,sehir_ici,kuru,yeterli,1,0.0743,0,hizini_dusur
1,hafta_ici,21.5,yok,907,6,70,53.6,4,kirsal,kuru,yeterli,0,0.3147,0,farlari_ac
17,hafta_ici,22.4,hafif,367,2,70,36.7,10,sehir_ici,kuru,yeterli,1,0.9053,1,kavsakta_dikkat
14,hafta_ici,5.8,hafif,945,8,50,22.8,3,otoyol,kuru,yeterli,0,0.4714,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
18,resmi_tatil,20.0,yok,1159,3,110,67.0,5,sehir_ici,kuru,yeterli,1,0.1813,0,normal_surec
1,hafta_ici,16.6,yok,539,10,50,6.9,3,sehir_ici,islak,yeterli,0,0.7875,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
19,hafta_ici,11.3,yok,1467,6,120,66.1,9,sehir_ici,kuru,yeterli,1,0.1182,0,farlari_ac;kavsakta_dikkat
5,hafta_ici,24.7,yok,776,6,70,44.5,6,otoyol,kuru,yetersiz,0,0.6675,0,farlari_ac
0,hafta_sonu,3.0,yok,842,4,110,60.7,3,sehir_ici,kuru,yeterli,0,0.2953,0,farlari_ac
23,hafta_ici,26.5,yok,1306,5,110,58.4,5,sehir_ici,buzlu,yeterli,0,0.2806,0,farlari_ac;takip_mesafesini_artir
14,hafta_ici,7.7,yok,1408,2,90,60.6,8,sehir_ici,buzlu,yeterli,0,0.2001,1,takip_mesafesini_artir;kavsakta_dikkat
22,hafta_ici,32.8,yok,699,10,90,20.9,8,sehir_ici,islak,yeterli,0,0.7527,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir;kavsakta_dikkat"
9,hafta_sonu,4.9,yok,1441,10,70,33.2,6,otoyol,islak,yeterli,0,0.1641,1,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
18,hafta_ici,11.5,yok,1262,8,90,46.4,5,kirsal,kuru,yeterli,1,0.2047,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
16,hafta_sonu,15.6,hafif,456,10,70,26.1,5,sehir_ici,islak,yeterli,0,0.9242,1,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
4,hafta_sonu,15.5,yok,926,7,70,37.0,1,kirsal,karlı,yeterli,0,0.4737,1,farlari_ac;takip_mesafesini_artir
3,hafta_ici,19.9,yok,1454,10,110,21.8,2,sehir_ici,kuru,yetersiz,0,0.1609,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
9,hafta_sonu,2.1,yok,531,6,70,39.9,4,sehir_ici,kuru,yeterli,0,0.6283,1,normal_surec
23,hafta_ici,14.6,hafif,848,7,110,49.9,6,sehir_ici,kuru,yeterli,0,0.5835,0,farlari_ac
16,hafta_sonu,16.4,hafif,752,1,70,54.8,7,sehir_ici,kuru,yeterli,0,0.5419,1,normal_surec
